,Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Year,Latitude,Longitude,Geoid
96,M172509,700 Block Of 42nd  Avenue,San Francisco,CA,94121.0,10/10/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11/29/2022,1.0,Outer Richmond,"(37.77453388106368, -122.5026721762603)",2017,37.77453388106368, -122.5026721762603,06075047901
97,M172505,600 Block Of Burnett  Avenue,San Francisco,CA,94131.0,10/04/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11/27/2022,8.0,Twin Peaks,"(37.75133055251515, -122.44446883018355)",2017,37.75133055251515, -122.44446883018355,06075020402
101,M172624,2200 Block Of 47th  Avenue,San Francisco,CA,94116.0,10/20/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/15/2023,4.0,Sunset/Parkside,"(37.74452300324143, -122.50596004398315)",2017,37.74452300324143, -122.50596004398315,06075035400
103,M172512,1600 Block Of Quesada  Avenue,San Francisco,CA,94124.0,10/11/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/08/2023,10.0,Bayview Hunters Point,"(37.73271193211899, -122.39046276096872)",2017,37.73271193211899, -122.39046276096872,06075023200
105,M172513,0 Block Of Cayuga  Avenue,San Francisco,CA,94112.0,10/11/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/09/2022,8.0,Outer Mission,"(37.73129547036364, -122.43014966127174)",2017,37.73129547036364, -122.43014966127174,06075025500
108,M172499,600 Block Of Andover  Street,San Francisco,CA,94110.0,09/29/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11/27/2022,9.0,Bernal Heights,"(37.735250365758155, -122.4168605417695)",2017,37.735250365758155, -122.4168605417695,06075025403
118,M172713,800 Block Of Capp  Street,San Francisco,CA,94110.0,11/01/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/18/2022,9.0,Mission,"(37.75309998106267, -122.41750085090202)",2017,37.75309998106267, -122.41750085090202,06075020900
127,M172899,500 Block Of Naples  Street,San Francisco,CA,94112.0,11/14/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/08/2023,11.0,Excelsior,"(37.720048773557465, -122.4317358731155)",2017,37.720048773557465, -122.4317358731155,06075026003
130,M172901,1600 Block Of 29th  Avenue,San Francisco,CA,94122.0,11/21/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/12/2023,4.0,Sunset/Parkside,"(37.756562003494416, -122.48745155430078)",2017,37.756562003494416, -122.48745155430078,Nan
143,M172716,200 Block Of 4th  Avenue,San Francisco,CA,94118.0,11/02/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/30/2022,1.0,Inner Richmond,"(37.783975803643855, -122.46227844344496)",2017,37.783975803643855, -122.46227844344496,06075040100
175,M172710,200 Block Of Silliman  Street,San Francisco,CA,94134.0,10/30/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/26/2022,9.0,Portola,"(37.73064132380639, -122.4075866521839)",2017,37.73064132380639, -122.4075866521839,06075025702
182,M172900,0 Block Of Melra  Court,San Francisco,CA,94134.0,11/14/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/06/2023,10.0,Visitacion Valley,"(37.709838464296354, -122.41056021201132)",2017,37.709838464296354, -122.41056021201132,06075026403
183,M172902,200 Block Of 10th  Avenue,San Francisco,CA,94118.0,11/22/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/15/2023,1.0,Inner Richmond,"(37.78368276256952, -122.46884120050595)",2017,37.78368276256952, -122.46884120050595,06075040200
189,M172714,3400 Block Of Ortega  Street,San Francisco,CA,94122.0,11/03/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/31/2022,4.0,Sunset/Parkside,"(37.751364924909346, -122.50045481289806)",2017,37.751364924909346, -122.50045481289806,06075035100
203,M172711,100 Block Of Lakeview  Avenue,San Francisco,CA,94112.0,10/30/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/23/2022,11.0,Oceanview/Merced/Ingleside,"(37.71682597465165, -122.45148666010417)",2017,37.71682597465165, -122.45148666010417,06075031202
207,M172898,0 Block Of Lobos  Street,San Francisco,CA,94112.0,11/13/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/08/2023,11.0,Oceanview/Merced/Ingleside,"(37.7148604736282, -122.45426324249341)",2017,37.7148604736282, -122.45426324249341,06075031400
214,M172717,0 Block Of Williams  Avenue,San Francisco,CA,94124.0,11/13/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/09/2023,10.0,Bayview Hunters Point,"(37.729609641712784, -122.39467029669004)",2017,37.729609641712784, -122.39467029669004,06075023003
216,M172712,1900 Block Of Hayes  Street,San Francisco,CA,94117.0,11/01/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/25/2022,5.0,Lone Mountain/USF,"(37.773574575235386, -122.44849599034605)",2017,37.773574575235386, -122.44849599034605,06075016500
224,M173077,500 Block Of 29th  Avenue,San Francisco,CA,94121.0,12/29/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03/25/2023,1.0,Outer Richmond,"(37.778928062370724, -122.48901359500849)",2017,37.778928062370724, -122.48901359500849,06075047801
233,M173012,200 Block Of 2nd  Avenue,San Francisco,CA,94118.0,12/07/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/05/2023,1.0,Inner Richmond,"(37.78406830168709, -122.46027249627181)",2017,37.78406830168709, -122.46027249627181,06075040100
234,M173014,1200 Block Of Silver  Avenue,San Francisco,CA,94134.0,12/08/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/03/2023,9.0,Portola,"(37.730379007148876, -122.41183644010427)",2017,37.730379007148876, -122.41183644010427,06075025701
235,M173076,1500 Block Of 9th  Avenue,San Francisco,CA,94122.0,12/29/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/26/2023,7.0,Inner Sunset,"(37.75937503655464, -122.46605426357148)",2017,37.75937503655464, -122.46605426357148,06075030301
239,M172905,200 Block Of Ortega  Street,San Francisco,CA,94122.0,12/04/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/30/2023,7.0,Inner Sunset,"(37.75277223748932, -122.4660629266949)",2017,37.75277223748932, -122.4660629266949,06075030302
248,M173013,4300 Block Of 17th  Street,San Francisco,CA,94114.0,12/07/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/26/2023,8.0,Castro/Upper Market,"(37.76206480876971, -122.44313871782481)",2017,37.76206480876971, -122.44313871782481,06075017000
434,M172906,2100 Block Of 21st  Avenue,San Francisco,CA,94116.0,12/04/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/21/2023,4.0,Sunset/Parkside,"(37.747615051467086, -122.47822835911313)",2017,37.747615051467086, -122.47822835911313,06075032801
438,M172708,2100 Block Of 25th  Avenue,San Francisco,CA,94116.0,10/25/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/25/2022,4.0,Sunset/Parkside,"(37.747431817184314, -122.48238026263179)",2017,37.747431817184314, -122.48238026263179,06075032801
443,M173071,300 Block Of 5th  Avenue,San Francisco,CA,94118.0,12/20/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/18/2023,1.0,Inner Richmond,"(37.7820265124035, -122.46334969024808)",2017,37.7820265124035, -122.46334969024808,06075040100
528,M171085,0 Block Of Winfield  Street,San Francisco,CA,94112.0,05/12/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/02/2022,9.0,Bernal Heights,"(37.7445134946818, -122.41736579369982)",2017,37.7445134946818, -122.41736579369982,06075025300
702,M171675,0 Block Of Cornwall  Street,San Francisco,CA,94118.0,06/30/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/27/2022,1.0,Inner Richmond,"(37.7849777435663, -122.45969762151833)",2017,37.7849777435663, -122.45969762151833,06075040100
843,M171567,900 Block Of De Haro  Street,San Francisco,CA,94107.0,06/19/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/11/2022,10.0,Potrero Hill,"(37.757654280887664, -122.40098364357362)",2017,37.757654280887664, -122.40098364357362,06075022704
902,M172904,400 Block Of Madrid  Street,San Francisco,CA,94112.0,12/01/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/28/2023,11.0,Excelsior,"(37.7224213236913, -122.43227881515064)",2017,37.7224213236913, -122.43227881515064,06075026001
907,M172908,2100 Block Of 21st  Avenue,San Francisco,CA,94116.0,12/07/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/23/2023,4.0,Sunset/Parkside,"(37.747615051467086, -122.47822835911313)",2017,37.747615051467086, -122.47822835911313,06075032801
912,M173068,3000 Block Of 20th  Street,San Francisco,CA,94110.0,12/13/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/04/2023,9.0,Mission,"(37.759054242567295, -122.41116391339057)",2017,37.759054242567295, -122.41116391339057,06075022801
913,M173016,100 Block Of Foerster  Street,San Francisco,CA,94112.0,12/08/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/30/2023,7.0,West of Twin Peaks,"(37.729477156195685, -122.44892134886001)",2017,37.729477156195685, -122.44892134886001,06075031100
918,M173018,1300 Block Of Cayuga  Avenue,San Francisco,CA,94112.0,12/12/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/04/2023,11.0,Outer Mission,"(37.718196878882594, -122.44439621611635)",2017,37.718196878882594, -122.44439621611635,06075026100
954,M170988,2100 Block Of Lawton  Street,San Francisco,CA,94122.0,04/18/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/11/2022,4.0,Sunset/Parkside,"(37.75751080039016, -122.48584044906333)",2017,37.75751080039016, -122.48584044906333,06075032602
1046,M171072,600 Block Of 39th  Avenue,San Francisco,CA,94121.0,05/01/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/26/2022,1.0,Outer Richmond,"(37.776546928245054, -122.49959177575444)",2017,37.776546928245054, -122.49959177575444,06075047901
1178,M171680,4500 Block Of Cabrillo  Street,San Francisco,CA,94121.0,07/10/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09/05/2022,1.0,Outer Richmond,"(37.7734373753687, -122.50735871550178)",2017,37.7734373753687, -122.50735871550178,06075047901
1223,M172278,1600 Block Of Kirkham  Street,San Francisco,CA,94122.0,09/11/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11/06/2022,4.0,Sunset/Parkside,"(37.75970611749579, -122.47846719233196)",2017,37.75970611749579, -122.47846719233196,06075032602
1306,M171376,0 Block Of Reddy  Street,San Francisco,CA,94124.0,05/25/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/22/2022,10.0,Bayview Hunters Point,"(37.73034457439674, -122.3951492634785)",2017,37.73034457439674, -122.3951492634785,06075023003
1660,M171772,2200 Block Of 14th  Avenue,San Francisco,CA,94116.0,07/13/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09/09/2022,7.0,West of Twin Peaks,"(37.74608715950598, -122.47049898271804)",2017,37.74608715950598, -122.47049898271804,06075030400
1816,M171347,1400 Block Of Shafter  Avenue,San Francisco,CA,94124.0,05/23/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/16/2022,10.0,Bayview Hunters Point,"(37.72949423125762, -122.3878794473602)",2017,37.72949423125762, -122.3878794473602,06075023200
1895,M171075,1000 Block Of Hollister  Avenue,San Francisco,CA,94124.0,05/02/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/10/2022,10.0,Bayview Hunters Point,"(37.71925848703323, -122.39145098792395)",2017,37.71925848703323, -122.39145098792395,06075023400
2087,M172907,2200 Block Of Francisco  Street,San Francisco,CA,94123.0,12/06/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/30/2023,2.0,Marina,"(37.80096275768972, -122.44219021259764)",2017,37.80096275768972, -122.44219021259764,06075012700
2091,M173070,1600 Block Of 23rd  Avenue,San Francisco,CA,94122.0,12/20/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/14/2023,4.0,Sunset/Parkside,"(37.756851643821925, -122.48088417100692)",2017,37.756851643821925, -122.48088417100692,06075032602
2097,M173072,2700 Block Of Folsom  Street,San Francisco,CA,94110.0,12/20/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/18/2023,9.0,Mission,"(37.753298447582864, -122.41422876373993)",2017,37.753298447582864, -122.41422876373993,06075022901
2163,M170315,500 Block Of Madrid  Street,San Francisco,CA,94112.0,02/21/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/19/2022,11.0,Excelsior,"(37.720812462913884, -122.43333630643848)",2017,37.720812462913884, -122.43333630643848,06075026001
2186,M172903,100 Block Of 12th  Avenue,San Francisco,CA,94118.0,12/01/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01/29/2023,1.0,Inner Richmond,"(37.78545275009818, -122.47111714033943)",2017,37.78545275009818, -122.47111714033943,06075040200
2197,M173073,4000 Block Of Mission  Street,San Francisco,CA,94112.0,12/22/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/17/2023,9.0,Bernal Heights,"(37.732174584976555, -122.42779351441527)",2017,37.732174584976555, -122.42779351441527,06075025403
2231,M173017,100 Block Of Lakeview  Avenue,San Francisco,CA,94112.0,12/11/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/01/2023,11.0,Oceanview/Merced/Ingleside,"(37.71682597465165, -122.45148666010417)",2017,37.71682597465165, -122.45148666010417,06075031202
2244,M180120,1900 Block Of Hayes  Street,San Francisco,CA,94117.0,01/16/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03/13/2023,5.0,Lone Mountain/USF,"(37.773574575235386, -122.44849599034605)",2018,37.773574575235386, -122.44849599034605,06075016500
2251,M180029,1600 Block Of 48th  Avenue,San Francisco,CA,94122.0,01/02/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/27/2023,4.0,Sunset/Parkside,"(37.75567061062529, -122.50767020518798)",2018,37.75567061062529, -122.50767020518798,06075035201
2252,M180032,2700 Block Of Folsom  Street,San Francisco,CA,94110.0,01/04/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/27/2023,9.0,Mission,"(37.753298447582864, -122.41422876373993)",2018,37.753298447582864, -122.41422876373993,06075022901
2259,M180135,0 Block Of Whittier  Street,San Francisco,CA,94112.0,01/18/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03/11/2023,11.0,Excelsior,"(37.70925792269115, -122.44785003154463)",2018,37.70925792269115, -122.44785003154463,06075026303
2346,M180030,600 Block Of Andover  Street,San Francisco,CA,94110.0,01/02/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/27/2023,9.0,Bernal Heights,"(37.735250365758155, -122.4168605417695)",2018,37.735250365758155, -122.4168605417695,06075025403
2404,M170516,500 Block Of Randolph  Street,San Francisco,CA,94132.0,03/03/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,05/28/2022,11.0,Oceanview/Merced/Ingleside,"(37.71432464478534, -122.46754589748508)",2017,37.71432464478534, -122.46754589748508,06075031302
2518,M172276,1300 Block Of 18th  Avenue,San Francisco,CA,94122.0,09/11/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/29/2022,4.0,Inner Sunset,"(37.762674910099065, -122.4760583147767)",2017,37.762674910099065, -122.4760583147767,06075030201
2533,M171571,0 Block Of Lapidge  Street,San Francisco,CA,94110.0,06/19/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/13/2022,8.0,Mission,"(37.760846425465424, -122.42240382046668)",2017,37.760846425465424, -122.42240382046668,06075020700
2763,M180028,1200 Block Of Stanyan  Street,San Francisco,CA,94117.0,01/02/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/27/2023,5.0,Inner Sunset,"(37.760483972132356, -122.4516871097435)",2018,37.760483972132356, -122.4516871097435,06075030102
2786,M180209,0 Block Of Curtis  Street,San Francisco,CA,94112.0,01/24/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03/23/2023,11.0,Excelsior,"(37.71412656060972, -122.4398281708922)",2018,37.71412656060972, -122.4398281708922,06075026301
2828,M171563,0 Block Of Williams  Avenue,San Francisco,CA,94124.0,06/19/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/13/2022,10.0,Bayview Hunters Point,"(37.729609641712784, -122.39467029669004)",2017,37.729609641712784, -122.39467029669004,06075023003
2847,M180031,100 Block Of Venus  Street,San Francisco,CA,94124.0,01/02/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/28/2023,10.0,Bayview Hunters Point,"(37.730736507827224, -122.39784458280242)",2018,37.730736507827224, -122.39784458280242,06075023003
2899,M171345,1000 Block Of York  Street,San Francisco,CA,94110.0,05/22/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/25/2022,9.0,Mission,"(37.75525804117746, -122.40835203895502)",2017,37.75525804117746, -122.40835203895502,06075022803
2930,M171083,1500 Block Of 18th  Avenue,San Francisco,CA,94122.0,05/09/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/03/2022,7.0,Inner Sunset,"(37.75894355581912, -122.47580028968052)",2017,37.75894355581912, -122.47580028968052,06075030301
2971,M170512,1000 Block Of 14th  Street,San Francisco,CA,94114.0,03/01/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/29/2022,8.0,Castro/Upper Market,"(37.767135531593745, -122.43774315786432)",2017,37.767135531593745, -122.43774315786432,06075017000
3107,M170928,3000 Block Of Vicente  Street,San Francisco,CA,94116.0,04/10/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06/05/2022,4.0,Sunset/Parkside,"(37.73831726378123, -122.49953337312931)",2017,37.73831726378123, -122.49953337312931,06075035300
3191,M171775,4000 Block Of 19th  Street,San Francisco,CA,94114.0,07/18/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09/15/2022,8.0,Castro/Upper Market,"(37.75926797330011, -122.43429385463283)",2017,37.75926797330011, -122.43429385463283,06075020600
3442,M171402,200 Block Of Wilde  Avenue,San Francisco,CA,94134.0,05/26/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07/22/2022,10.0,Visitacion Valley,"(37.71624111455847, -122.40161921233279)",2017,37.71624111455847, -122.40161921233279,06075026402
3785,M171769,600 Block Of 38th  Avenue,San Francisco,CA,94121.0,07/10/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09/05/2022,1.0,Outer Richmond,"(37.77660197422241, -122.49838434512327)",2017,37.77660197422241, -122.49838434512327,06075047802
3905,M171568,300 Block Of Day  Street,San Francisco,CA,94131.0,06/19/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08/14/2022,8.0,Noe Valley,"(37.74264281820418, -122.42990873560154)",2017,37.74264281820418, -122.42990873560154,06075021500
4071,M180121,100 Block Of Lakeview  Avenue,San Francisco,CA,94112.0,01/16/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03/09/2023,11.0,Oceanview/Merced/Ingleside,"(37.71682597465165, -122.45148666010417)",2018,37.71682597465165, -122.45148666010417,06075031202
4225,M171679,4500 Block Of Cabrillo  Street,San Francisco,CA,94121.0,07/10/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10/05/2022,1.0,Outer Richmond,"(37.7734373753687, -122.50735871550178)",2017,37.7734373753687, -122.50735871550178,06075047901
4584,M180259,0 Block Of Uranus  Terrace,San Francisco,CA,94114.0,01/30/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03/30/2023,8.0,Castro/Upper Market,"(37.76120474825328, -122.44551440242522)",2018,37.76120474825328, -122.44551440242522,06075020401
4589,M180586,600 Block Of 26th  Avenue,San Francisco,CA,94121.0,02/23/2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04/22/2023,1.0,Outer Richmond,"(37.77718800502665, -122.48553077725869)",2018,37.77718800502665, -122.48553077725869,06075047701
4595,M173143,200 Block Of Broad  Street,San Francisco,CA,94112.0,12/29/2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12/29/2022,11.0,Oceanview/Merced/Ingleside,"(37.713216046872105, -122.46079725412457)",2017,37.713216046872105, -122.46079725412457,06075031400
