,Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Year,Latitude,Longitude,Geoid
21781,M110248,3500 Block Of Sacramento  Street,San Francisco,CA,94118.0,06/06/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/26/2014,2.0,Presidio Heights,"(37.78760481313571, -122.45111331177954)",2011,37.78760481313571, -122.45111331177954,06075013300
21786,M163839,100 Block Of Sadowa  Street,San Francisco,CA,94112.0,12/14/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/02/2022,11.0,Oceanview/Merced/Ingleside,"(37.71225277409933, -122.45752957485172)",2016,37.71225277409933, -122.45752957485172,06075031400
21812,M162036,900 Block Of Alabama  Street,San Francisco,CA,94110.0,06/22/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/13/2021,9.0,Mission,"(37.756682104779436, -122.41141748134787)",2016,37.756682104779436, -122.41141748134787,06075022803
21819,M120788,600 Block Of 9th  Avenue,San Francisco,CA,94118.0,08/27/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/22/2015,1.0,Inner Richmond,"(37.77615847350511, -122.46708425977889)",2012,37.77615847350511, -122.46708425977889,06075045200
21838,M150020,1400 Block Of 28th  Avenue,San Francisco,CA,94122.0,01/21/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/16/2018,4.0,Sunset/Parkside,"(37.76034406931405, -122.48650668481086)",2015,37.76034406931405, -122.48650668481086,06075032602
21854,M110015,1400 Block Of 8th  Avenue,San Francisco,CA,94123.0,01/14/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/14/2014,5.0,Inner Sunset,"(37.761293254008294, -122.46497887836638)",2011,37.761293254008294, -122.46497887836638,06075030202
21869,M162330,0 Block Of Naglee  Avenue,San Francisco,CA,94112.0,07/11/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/29/2021,11.0,Outer Mission,"(37.71183775658329, -122.4464946847994)",2016,37.71183775658329, -122.4464946847994,06075026200
21874,M120042,2400 Block Of Great  Highway,San Francisco,CA,94116.0,02/27/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/24/2015,4.0,Sunset/Parkside,"(37.74075749218745, -122.50674351080305)",2012,37.74075749218745, -122.50674351080305,06075035400
21905,M120365,1400 Block Of 31st  Avenue,San Francisco,CA,94122.0,04/20/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/18/2015,4.0,Sunset/Parkside,"(37.760202506508655, -122.48971864963964)",2012,37.760202506508655, -122.48971864963964,06075032700
21944,M120378,500 Block Of Belvedere  Street,San Francisco,CA,94117.0,05/08/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/04/2015,5.0,Haight Ashbury,"(37.763034359180686, -122.44797367829791)",2012,37.763034359180686, -122.44797367829791,06075017101
21957,M131163,1200 Block Of Pierce  Street,San Francisco,CA,94115.0,07/03/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/02/2016,5.0,Western Addition,"(37.781483953247275, -122.43564675657454)",2013,37.781483953247275, -122.43564675657454,06075015801
21964,M151652,5000 Block Of Mission  Street,San Francisco,CA,94112.0,06/18/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/17/2018,11.0,Outer Mission,"(37.71810900489075, -122.43989216885845)",2015,37.71810900489075, -122.43989216885845,06075026100
21970,M160067,600 Block Of Waller  Street,San Francisco,CA,94117.0,01/12/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/11/2021,5.0,Haight Ashbury,"(37.770651315489395, -122.43480511699121)",2016,37.770651315489395, -122.43480511699121,06075016700
22039,M130904,600 Block Of 2nd  Avenue,San Francisco,CA,94118.0,05/22/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/13/2016,1.0,Inner Richmond,"(37.77650134494589, -122.4595875748712)",2013,37.77650134494589, -122.4595875748712,06075045100
22058,M150357,900 Block Of Noe  Street,San Francisco,CA,94114.0,03/03/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/03/2018,8.0,Noe Valley,"(37.75342828681105, -122.43199291612027)",2015,37.75342828681105, -122.43199291612027,06075021100
22103,M131696,200 Block Of 11th  Avenue,San Francisco,CA,94118.0,10/09/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/05/2016,1.0,Inner Richmond,"(37.78363413498376, -122.46990801081915)",2013,37.78363413498376, -122.46990801081915,06075040200
22141,M140986,1100 Block Of Irving  Street,San Francisco,CA,94131.0,05/08/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/04/2017,5.0,Inner Sunset,"(37.76392721259298, -122.47006234822838)",2014,37.76392721259298, -122.47006234822838,06075030202
22160,M170061,200 Block Of Pope  Street,San Francisco,CA,94112.0,01/12/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/12/2022,11.0,Excelsior,"(37.71204414597306, -122.44042152550946)",2017,37.71204414597306, -122.44042152550946,06075026301
22191,M142325,0 Block Of Sharon  Street,San Francisco,CA,94114.0,10/23/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/22/2017,8.0,Castro/Upper Market,"(37.765247738909224, -122.42991733517188)",2014,37.765247738909224, -122.42991733517188,06075020300
22196,M150777,200 Block Of Winfield  Street,San Francisco,CA,94110.0,04/08/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/07/2018,9.0,Bernal Heights,"(37.74163357956177, -122.41912899616955)",2015,37.74163357956177, -122.41912899616955,06075025300
22239,M120781,1400 Block Of 31st  Avenue,San Francisco,CA,94122.0,08/08/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/01/2015,4.0,Sunset/Parkside,"(37.760202506508655, -122.48971864963964)",2012,37.760202506508655, -122.48971864963964,06075032700
22244,M163434,900 Block Of Ingerson  Avenue,San Francisco,CA,94124.0,11/07/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/31/2021,10.0,Bayview Hunters Point,"(37.718893979015476, -122.3924755622406)",2016,37.718893979015476, -122.3924755622406,06075023400
22247,M151416,200 Block Of Guerrero  Street,San Francisco,CA,94103.0,06/12/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/09/2018,8.0,Mission,"(37.7671990410714, -122.42445208435916)",2015,37.7671990410714, -122.42445208435916,06075020200
22262,M151162,4400 Block Of 20th  Street,San Francisco,CA,94114.0,05/13/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/01/2018,8.0,Castro/Upper Market,"(37.75757849321137, -122.43742810296399)",2015,37.75757849321137, -122.43742810296399,06075020500
22280,M141750,600 Block Of Diamond  Street,San Francisco,CA,94114.0,08/04/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/01/2017,8.0,Noe Valley,"(37.75236416754392, -122.43634659293531)",2014,37.75236416754392, -122.43634659293531,06075021200
22391,M150028,500 Block Of 38th  Avenue,San Francisco,CA,94121.0,01/28/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/26/2018,1.0,Outer Richmond,"(37.77848994791363, -122.49866203539379)",2015,37.77848994791363, -122.49866203539379,06075047902
22447,M160707,200 Block Of 23rd  Avenue,San Francisco,CA,94121.0,02/29/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/26/2021,1.0,Outer Richmond,"(37.78305367268093, -122.48273352913044)",2016,37.78305367268093, -122.48273352913044,06075042601
22483,M172126,600 Block Of 14th  Avenue,San Francisco,CA,94118.0,08/23/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/21/2022,1.0,Outer Richmond,"(37.775908408470585, -122.47257216711465)",2017,37.775908408470585, -122.47257216711465,06075047600
22507,M150895,0 Block Of Cervantes  Boulevard,San Francisco,CA,94123.0,04/17/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/09/2018,2.0,Marina,"(37.803543286688864, -122.4383812345429)",2015,37.803543286688864, -122.4383812345429,06075012601
22529,M132033,2500 Block Of Bryant  Street,San Francisco,CA,94110.0,10/30/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/29/2013,9.0,Mission,"(37.753595690017974, -122.40927557948852)",2013,37.753595690017974, -122.40927557948852,06075022902
22540,M170605,1000 Block Of Noe  Street,San Francisco,CA,94114.0,03/21/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/17/2022,8.0,Noe Valley,"(37.75262949484935, -122.43191619903968)",2017,37.75262949484935, -122.43191619903968,06075021100
22597,M162776,2400 Block Of Filbert  Street,San Francisco,CA,94123.0,09/09/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/07/2021,2.0,Marina,"(37.797552306586454, -122.43979997111371)",2016,37.797552306586454, -122.43979997111371,06075012800
22606,M153119,1400 Block Of 47th  Avenue,San Francisco,CA,94122.0,11/12/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/06/2021,4.0,Sunset/Parkside,"(37.759441794831815, -122.50700265541)",2015,37.759441794831815, -122.50700265541,06075035202
22677,M171551,1000 Block Of Shotwell  Street,San Francisco,CA,94110.0,06/07/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/01/2022,9.0,Mission,"(37.751642599666496, -122.41502434343231)",2017,37.751642599666496, -122.41502434343231,06075022901
22680,M160233,100 Block Of Noriega  Street,San Francisco,CA,94122.0,02/09/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/08/2021,7.0,Inner Sunset,"(37.754784893390635, -122.4651296460978)",2016,37.754784893390635, -122.4651296460978,06075030301
22738,M142769,0 Block Of Baltimore  Way,San Francisco,CA,94112.0,12/17/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/16/2017,11.0,Excelsior,"(37.70994104578455, -122.43103044252581)",2014,37.70994104578455, -122.43103044252581,06075026302
22745,M142776,0 Block Of Topeka  Avenue,San Francisco,CA,94124.0,12/24/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/22/2017,10.0,Bayview Hunters Point,"(37.734585463371886, -122.4001773642654)",2014,37.734585463371886, -122.4001773642654,06075023001
22814,M162648,1200 Block Of 24th  Avenue,San Francisco,CA,94122.0,08/17/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/14/2021,4.0,Sunset/Parkside,"(37.7642708680632, -122.48247945971312)",2016,37.7642708680632, -122.48247945971312,06075032601
22817,M141773,4500 Block Of California  Street,San Francisco,CA,94118.0,08/25/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/26/2017,1.0,Inner Richmond,"(37.78483824419077, -122.46617448032534)",2014,37.78483824419077, -122.46617448032534,06075040200
22860,M170514,600 Block Of Moscow  Street,San Francisco,CA,94112.0,03/02/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/21/2022,11.0,Excelsior,"(37.7173988817462, -122.43062520227447)",2017,37.7173988817462, -122.43062520227447,06075026003
22888,M131352,400 Block Of Lombard  Street,San Francisco,CA,94133.0,08/07/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/06/2016,3.0,North Beach,"(37.80338893453761, -122.40895816625141)",2013,37.80338893453761, -122.40895816625141,06075010400
22924,M172274,100 Block Of Anzavista  Avenue,San Francisco,CA,94115.0,09/08/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/05/2022,2.0,Lone Mountain/USF,"(37.779613819793475, -122.44368191053336)",2017,37.779613819793475, -122.44368191053336,06075015700
22930,M120045,1600 Block Of 29th  Avenue,San Francisco,CA,94122.0,03/05/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/01/2015,4.0,Sunset/Parkside,"(37.756562003494416, -122.48745155430078)",2012,37.756562003494416, -122.48745155430078,06075032700
22946,M153436,1300 Block Of Bayshore  Boulevard,San Francisco,CA,94124.0,12/28/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/26/2021,10.0,Bayview Hunters Point,"(37.727389107723475, -122.40192259996222)",2015,37.727389107723475, -122.40192259996222,06075023300
22968,M120353,300 Block Of Divisadero  Street,San Francisco,CA,94117.0,03/29/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/23/2015,5.0,Haight Ashbury,"(37.772683091502, -122.43721380440664)",2012,37.772683091502, -122.43721380440664,06075016700
23026,M141333,4100 Block Of 20th  Street,San Francisco,CA,94114.0,07/10/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/07/2017,8.0,Castro/Upper Market,"(37.75773225232442, -122.43303237149901)",2014,37.75773225232442, -122.43303237149901,06075020600
23034,M122132,0 Block Of Norton  Street,San Francisco,CA,94112.0,12/20/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/13/2015,11.0,Outer Mission,"(37.724957269751556, -122.43578028260238)",2012,37.724957269751556, -122.43578028260238,06075025500
23080,M120371,0 Block Of Pearl  Street,San Francisco,CA,94103.0,04/30/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/26/2015,8.0,Mission,"(37.77022490196537, -122.42379459489823)",2012,37.77022490196537, -122.42379459489823,06075020200
23081,M152460,300 Block Of Madison  Street,San Francisco,CA,94134.0,09/16/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/13/2020,9.0,Excelsior,"(37.72477980688536, -122.42216042092281)",2015,37.72477980688536, -122.42216042092281,06075026002
23082,M122129,200 Block Of Waterville  Street,San Francisco,CA,94124.0,12/17/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12/14/2015,10.0,Bayview Hunters Point,"(37.73172612981117, -122.40223673664146)",2012,37.73172612981117, -122.40223673664146,06075023001
23092,M141316,600 Block Of Clayton  Street,San Francisco,CA,94117.0,06/20/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/13/2017,5.0,Haight Ashbury,"(37.76932251605747, -122.44855256437603)",2014,37.76932251605747, -122.44855256437603,06075016600
23175,M162461,600 Block Of Ellsworth  Street,San Francisco,CA,94110.0,08/05/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10/03/2021,9.0,Bernal Heights,"(37.73537559517718, -122.4148128389778)",2016,37.73537559517718, -122.4148128389778,06075025402
23195,M152104,200 Block Of Chester  Avenue,San Francisco,CA,94132.0,08/21/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/19/2018,7.0,Oceanview/Merced/Ingleside,"(37.7114157204774, -122.47049953194208)",2015,37.7114157204774, -122.47049953194208,06075031302
23241,M142449,700 Block Of De Haro  Street,San Francisco,CA,94107.0,11/04/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/03/2017,10.0,Potrero Hill,"(37.76036740787995, -122.40120680374795)",2014,37.76036740787995, -122.40120680374795,06075022704
23258,M160977,200 Block Of Holly Park  Circle,San Francisco,CA,94110.0,03/14/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/10/2021,9.0,Bernal Heights,"(37.73754071344401, -122.41872573255895)",2016,37.73754071344401, -122.41872573255895,06075025401
23261,M150705,100 Block Of Bernard  Street,San Francisco,CA,94109.0,04/01/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/30/2018,3.0,Nob Hill,"(37.7961589594177, -122.41590705600177)",2015,37.7961589594177, -122.41590705600177,06075010800
23274,M110211,1000 Block Of Tennessee  Street,San Francisco,CA,94107.0,03/11/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/10/2014,10.0,Potrero Hill,"(37.75915542188535, -122.38943601301239)",2011,37.75915542188535, -122.38943601301239,06075022600
23298,M110220,600 Block Of 29th  Street,San Francisco,CA,94131.0,04/07/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/05/2014,8.0,Glen Park,"(37.74320202431542, -122.43396536687489)",2011,37.74320202431542, -122.43396536687489,06075021700
23299,M140736,900 Block Of Madrid  Street,San Francisco,CA,94112.0,04/08/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/07/2017,11.0,Excelsior,"(37.71550095328055, -122.43748586782478)",2014,37.71550095328055, -122.43748586782478,06075026301
23308,M141777,300 Block Of 2nd  Avenue,San Francisco,CA,94118.0,09/05/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/04/2017,1.0,Inner Richmond,"(37.782178094999246, -122.4599993318928)",2014,37.782178094999246, -122.4599993318928,06075040100
23321,M163435,700 Block Of Monterey  Boulevard,San Francisco,CA,94127.0,11/07/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/03/2022,7.0,West of Twin Peaks,"(37.73162393299078, -122.45227846511474)",2016,37.73162393299078, -122.45227846511474,06075031100
23358,M120384,1400 Block Of Mcallister  Street,San Francisco,CA,94115.0,05/11/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/10/2015,5.0,Western Addition,"(37.778055333622696, -122.43586370159285)",2012,37.778055333622696, -122.43586370159285,06075015802
23359,M122125,1600 Block Of Funston  Avenue,San Francisco,CA,94122.0,12/07/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/29/2015,7.0,Inner Sunset,"(37.75695870543211, -122.4700441266185)",2012,37.75695870543211, -122.4700441266185,06075030301
23372,M110937,3200 Block Of Harrison  Street,San Francisco,CA,94110.0,07/21/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/21/2014,9.0,Bernal Heights,"(37.746064335726864, -122.41146173713985)",2011,37.746064335726864, -122.41146173713985,06075025200
23395,M120026,1800 Block Of Market  Street,San Francisco,CA,94103.0,01/19/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/12/2015,8.0,Mission,"(37.77099636450015, -122.42434916415147)",2012,37.77099636450015, -122.42434916415147,06075020200
23414,M141295,2100 Block Of 44th  Avenue,San Francisco,CA,94116.0,06/09/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/02/2017,4.0,Sunset/Parkside,"(37.74652706692164, -122.50287514808308)",2014,37.74652706692164, -122.50287514808308,06075035400
23461,M120776,100 Block Of Albion  Street,San Francisco,CA,94110.0,08/02/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/30/2015,8.0,Mission,"(37.76364528726652, -122.42266777387992)",2012,37.76364528726652, -122.42266777387992,06075020200
23480,M162022,900 Block Of Rutland  Street,San Francisco,CA,94134.0,06/13/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/12/2012,10.0,Visitacion Valley,"(37.7106642060279, -122.40834829500938)",2016,37.7106642060279, -122.40834829500938,06075026403
23493,M151318,500 Block Of London  Street,San Francisco,CA,94112.0,05/28/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/19/2018,11.0,Excelsior,"(37.72045774558472, -122.43703098813621)",2015,37.72045774558472, -122.43703098813621,06075026004
23511,M121573,100 Block Of Palm  Avenue,San Francisco,CA,94118.0,09/11/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/31/2015,2.0,Presidio Heights,"(37.78259122191623, -122.45789701485283)",2012,37.78259122191623, -122.45789701485283,06075015400
23528,M150024,900 Block Of Corbett  Avenue,San Francisco,CA,94131.0,01/26/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/18/2018,8.0,Twin Peaks,"(37.7520708976681, -122.44341155832242)",2015,37.7520708976681, -122.44341155832242,06075020402
23531,M161577,2500 Block Of 32nd  Avenue,San Francisco,CA,94118.0,05/12/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/05/2021,4.0,Sunset/Parkside,"(37.739642821071, -122.48935433180674)",2016,37.739642821071, -122.48935433180674,06075033000
23551,M150010,1000 Block Of Guerrero  Street,San Francisco,CA,94110.0,01/09/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11/25/2017,8.0,Mission,"(37.75436287624382, -122.42321608804667)",2015,37.75436287624382, -122.42321608804667,06075021000
23555,M120757,1100 Block Of Castro  Street,San Francisco,CA,94114.0,06/21/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/20/2015,8.0,Noe Valley,"(37.752495884260995, -122.43413229357931)",2012,37.752495884260995, -122.43413229357931,06075021100
23597,M170147,400 Block Of Wilde  Avenue,San Francisco,CA,94134.0,02/09/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/04/2022,10.0,Visitacion Valley,"(37.71749869060882, -122.40631344578242)",2017,37.71749869060882, -122.40631344578242,06075026402
23602,M163438,600 Block Of Rhode Island  Street,San Francisco,CA,94107.0,11/08/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/07/2022,10.0,Potrero Hill,"(37.76158578759801, -122.40233404826925)",2016,37.76158578759801, -122.40233404826925,06075022704
23613,M141322,1100 Block Of Church  Street,San Francisco,CA,94114.0,06/27/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/24/2017,8.0,Noe Valley,"(37.7528666796334, -122.42761225863313)",2014,37.7528666796334, -122.42761225863313,06075021100
23615,M110014,6400 Block Of Sanchez  Street,San Francisco,CA,94114.0,01/01/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,01/07/2014,8.0,Castro/Upper Market,"(37.768453906929025, -122.43134286486669)",2011,37.768453906929025, -122.43134286486669,06075016900
23700,M141798,1600 Block Of Grove  Street,San Francisco,CA,94117.0,09/29/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/17/2017,5.0,Lone Mountain/USF,"(37.77524504536566, -122.44378009856605)",2014,37.77524504536566, -122.44378009856605,06075016500
23752,M140450,1700 Block Of 22nd  Street,San Francisco,CA,94107.0,03/21/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/16/2017,10.0,Potrero Hill,"(37.75727531767513, -122.39844936627595)",2014,37.75727531767513, -122.39844936627595,06075061400
23797,M160881,800 Block Of Lyon  Street,San Francisco,CA,94117.0,03/07/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/29/2021,5.0,Lone Mountain/USF,"(37.778572334001495, -122.44353468859451)",2016,37.778572334001495, -122.44353468859451,06075015700
23807,M120035,0 Block Of Ney  Street,San Francisco,CA,94112.0,02/09/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/01/2015,11.0,Excelsior,"(37.72992118044065, -122.42921503528729)",2012,37.72992118044065, -122.42921503528729,06075025600
23821,M120364,300 Block Of Orizaba  Avenue,San Francisco,CA,94132.0,04/18/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/17/2015,11.0,Oceanview/Merced/Ingleside,"(37.71525206646769, -122.4625423782456)",2012,37.71525206646769, -122.4625423782456,06075031400
23832,M140988,1500 Block Of California  Street,San Francisco,CA,94109.0,05/08/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,05/12/2017,3.0,Nob Hill,"(37.790628922665384, -122.41985085627621)",2014,37.790628922665384, -122.41985085627621,06075011100
23835,M140741,200 Block Of Ashbury  Street,San Francisco,CA,94117.0,04/14/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/07/2017,5.0,Lone Mountain/USF,"(37.773252898651364, -122.44766092171783)",2014,37.773252898651364, -122.44766092171783,06075016500
23847,M170133,600 Block Of 39th  Avenue,San Francisco,CA,94121.0,01/23/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/18/2022,1.0,Outer Richmond,"(37.776546928245054, -122.49959177575444)",2017,37.776546928245054, -122.49959177575444,06075047901
23867,M131150,500 Block Of Ellsworth  Street,San Francisco,CA,94110.0,06/18/2013,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/06/2013,9.0,Bernal Heights,"(37.73655683114728, -122.41484473617415)",2013,37.73655683114728, -122.41484473617415,06075025402
23882,M170318,200 Block Of Dorland  Street,San Francisco,CA,94114.0,02/23/2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,04/22/2022,8.0,Castro/Upper Market,"(37.762139218952186, -122.42954702410144)",2017,37.762139218952186, -122.42954702410144,06075020600
23886,M141787,100 Block Of Upper   Terrace,San Francisco,CA,94117.0,09/17/2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,09/15/2017,8.0,Castro/Upper Market,"(37.76499372799851, -122.4439518050923)",2014,37.76499372799851, -122.4439518050923,06075017000
23896,M150757,200 Block Of Pierce  Street,San Francisco,CA,94117.0,04/07/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,03/30/2018,5.0,Haight Ashbury,"(37.77214563419391, -122.43389681254799)",2015,37.77214563419391, -122.43389681254799,06075016700
23909,M151389,1800 Block Of Union  Street,San Francisco,CA,94123.0,06/09/2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,06/05/2018,2.0,Marina,"(37.79787504679177, -122.42974742394668)",2015,37.79787504679177, -122.42974742394668,06075013000
23910,M161793,2100 Block Of 18th  Avenue,San Francisco,CA,94116.0,05/24/2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/16/2021,7.0,West of Twin Peaks,"(37.74775653160711, -122.47502119132817)",2016,37.74775653160711, -122.47502119132817,06075030400
23950,M110944,4000 Block Of 19th  Street,San Francisco,CA,94114.0,08/10/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,08/10/2014,8.0,Castro/Upper Market,"(37.75944456870079, -122.43319641662374)",2011,37.75944456870079, -122.43319641662374,06075020600
23954,M110021,100 Block Of Clinton  Park,San Francisco,CA,94103.0,02/04/2011,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,02/04/2014,8.0,Mission,"(37.769267711494244, -122.42339685740102)",2011,37.769267711494244, -122.42339685740102,06075020200
23976,M120761,300 Block Of Chattanooga  Street,San Francisco,CA,94114.0,07/03/2012,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,07/10/2015,8.0,Noe Valley,"(37.751362428575625, -122.42636076924732)",2012,37.751362428575625, -122.42636076924732,06075021400
