Id2,Geography,Estimate; Total
6075060700,"Census Tract 607, San Francisco County, California",5001
6075061000,"Census Tract 610, San Francisco County, California",1574
6075061100,"Census Tract 611, San Francisco County, California",2237
6075061200,"Census Tract 612, San Francisco County, California",1258
6075061400,"Census Tract 614, San Francisco County, California",2662
6075061500,"Census Tract 615, San Francisco County, California",8754
6075980200,"Census Tract 9802, San Francisco County, California",78
6075980300,"Census Tract 9803, San Francisco County, California",41
6075980401,"Census Tract 9804.01, San Francisco County, California",0
6075980501,"Census Tract 9805.01, San Francisco County, California",305
6075980600,"Census Tract 9806, San Francisco County, California",138
6075980900,"Census Tract 9809, San Francisco County, California",183
6075990100,"Census Tract 9901, San Francisco County, California",0
